Gene name	Human gene name
Rbmxl2	RBMXL2
Rbmxl2	RBMXL3
Ankrd22	ANKRD22
Sp3	SP3
Arid3a	ARID3A
Uchl3	UCHL3
Kcnj9	KCNJ9
Nadk2	NADK2
Abcb6	ABCB6
Oip5	OIP5
Acp2	ACP2
Pth1r	PTH1R
Gabarap	GABARAP
Rin3	RIN3
Prr3	PRR3
Osr1	OSR1
Eml2	EML2
Bpifa2	BPIFA2
Trim38	TRIM38
Olfr69	OR52A5
Klk1b26	KLK1
Olfr1232	OR4C15
Kcnk7	KCNK7
Naa60	NAA60
Lhx3	LHX3
Sh2d1b1	SH2D1B
Gosr1	GOSR1
Eif4e1b	EIF4E1B
Sec61b	SEC61B
Rpl36al	RPL36AL
Jmjd7	JMJD7
Acsl3	ACSL3
Sh2d1b2	SH2D1B
Cdkn2c	CDKN2C
Lhx2	LHX2
Brix1	BRIX1
AC099934.5	POLE2
1700029I15Rik	C11orf94
Frat1	FRAT1
Bhmt	BHMT
Olfr68	OR52A5
Itpr1	ITPR1
Sec24b	SEC24B
Glb1l	GLB1L
Pet2	DCAF8L1
Pet2	DCAF8L2
Pla2g4b	JMJD7-PLA2G4B
Pla2g4b	PLA2G4B
Nox3	NOX3
Got1	GOT1
Nckipsd	NCKIPSD
Mapk8ip1	MAPK8IP1
Nox4	NOX4
Exosc5	EXOSC5
Pnpla7	PNPLA7
Cntnap3	CNTNAP3
Cntnap3	CNTNAP3B
Cntnap3	BX088645.1
Lman2	LMAN2
Mctp2	MCTP2
Qsox2	QSOX2
4930523C07Rik	KIAA0040
Txnrd1	TXNRD1
Dmkn	DMKN
Bola1	BOLA1
Cacng6	CACNG6
Atp5o	AP000311.1
Atp5o	ATP5O
Ddb2	DDB2
Nlrp4c	NLRP4
Hist2h2ab	HIST2H2AB
Fnbp1l	FNBP1L
Tmem91	TMEM91
Prodh2	PRODH2
9930012K11Rik	AC037459.1
9930012K11Rik	C8orf58
Gpcpd1	GPCPD1
Rbms3	RBMS3
Fam241a	FAM241A
Serpinb11	SERPINB11
Pkia	PKIA
Ccdc171	CCDC171
Aga	AGA
Zfp518b	ZNF518B
Frat2	FRAT2
Gm28042	JMJD7-PLA2G4B
Gm28042	PLA2G4B
Itsn1	ITSN1
Ccdc88c	CCDC88C
Gsdme	GSDME
Dstyk	DSTYK
Vat1l	VAT1L
Tuba1a	TUBA1A
Ghr	GHR
Sardh	SARDH
Olig3	OLIG3
Gm20695	CLUAP1
Rpa1	RPA1
Gpr89	GPR89A
Gpr89	GPR89B
Uts2b	UTS2B
Try4	PRSS3
Try4	PRSS2
Try4	PRSS1
Zfp174	ZNF174
4932429P05Rik	PPP4R3C
Ccdc68	CCDC68
Hsd11b2	HSD11B2
Harbi1	HARBI1
Itih2	ITIH2
Plet1	PLET1
1700037C18Rik	C16orf90
Hint1	HINT1
Try5	PRSS3
Try5	PRSS2
Try5	PRSS1
Trp53	TP53
Cyp4a14	CYP4A22
Cyp4a14	CYP4A11
Dsg2	DSG2
Car8	CA8
Klhl20	KLHL20
Trav11d	TRAV10
2610008E11Rik	AL117339.5
Kctd11	KCTD11
Slc39a7	SLC39A7
Trav7d-5	TRAV12-1
Trav7d-5	TRAV12-2
Trav7d-5	TRAV12-3
Eif3e	EIF3E
Utp14b	UTP14C
Utp14b	UTP14A
Olfr67	OR52Z1
Asb9	ASB9
Pycr2	PYCR2
Pycr2	AL117348.2
Serpinb1c	SERPINB1
Ppp1r15b	PPP1R15B
Gpr6	GPR6
4930415L06Rik	PPP4R3C
Tmprss3	TMPRSS3
Gja5	GJA5
Zfp597	ZNF597
Adad2	ADAD2
Pimreg	PIMREG
Zfp493	ZNF737
Zfp493	ZNF729
Zfp493	ZNF681
Zfp493	ZNF138
Zfp493	ZNF493
Zfp493	ZNF98
Zfp493	ZNF90
Zfp493	ZNF195
Zfp493	ZNF714
Zfp493	ZNF708
Zfp493	ZNF727
Zfp493	ZNF486
Zfp493	ZNF66
Zfp493	ZNF273
Zfp493	ZNF679
Zfp493	ZNF506
Zfp493	ZNF117
Zfp493	ZNF626
Zfp493	ZNF253
Zfp493	ZNF716
Zfp493	ZNF93
Zfp493	ZNF479
Zfp493	ZNF257
Zfp493	ZNF676
Zfp493	ZNF726
Zfp493	ZNF718
Zfp493	ZNF728
Zfp493	ZNF85
Zfp493	AC115220.1
Zfp493	ZNF431
Zfp493	ZNF100
Zfp493	ZNF675
Zfp493	ZNF680
Zfp493	ZNF735
Zfp493	ZNF695
Zfp493	ZNF732
Zfp493	ZNF492
Zfp493	ZNF678
Zfp493	ZNF430
Zfp493	ZNF43
Zfp493	ZNF730
Zfp493	ZNF724
Zfp493	ZNF254
Zfp493	AC092329.3
Zfp493	ZNF736
Zfp493	ZNF92
Zfp493	ZNF141
Zfp493	ZNF682
Atp6v0d1	ATP6V0D1
Crisp3	CRISP3
Zfp318	ZNF318
Cox7c	COX7C
Pdzk1	PDZK1
Mpp6	MPP6
Cluap1	CLUAP1
Ikbke	IKBKE
Pigz	PIGZ
Soat2	SOAT2
Try10	PRSS3
Try10	PRSS2
Try10	PRSS1
Pde11a	PDE11A
Pde11a	PDE11A
Nudt22	NUDT22
Dpp7	DPP7
Mthfsl	MTHFS
Mthfsl	ST20-MTHFS
Cdk5r1	CDK5R1
Lpo	LPO
Prdm9	PRDM9
Prdm9	PRDM7
Prss3	PRSS3
Prss3	PRSS2
Prss3	PRSS1
Asb14	ASB14
Hbb-bt	HBB
Hbb-bt	HBD
Tnn	TNN
Gfpt2	GFPT2
H2-Ke6	HSD17B8
Zfp273	ZNF737
Zfp273	ZNF729
Zfp273	ZNF681
Zfp273	ZNF138
Zfp273	ZNF493
Zfp273	ZNF98
Zfp273	ZNF90
Zfp273	ZNF195
Zfp273	ZNF714
Zfp273	ZNF708
Zfp273	ZNF727
Zfp273	ZNF486
Zfp273	ZNF66
Zfp273	ZNF273
Zfp273	ZNF679
Zfp273	ZNF506
Zfp273	ZNF117
Zfp273	ZNF626
Zfp273	ZNF253
Zfp273	ZNF716
Zfp273	ZNF93
Zfp273	ZNF479
Zfp273	ZNF257
Zfp273	ZNF676
Zfp273	ZNF726
Zfp273	ZNF718
Zfp273	ZNF728
Zfp273	ZNF85
Zfp273	AC115220.1
Zfp273	ZNF431
Zfp273	ZNF100
Zfp273	ZNF675
Zfp273	ZNF680
Zfp273	ZNF735
Zfp273	ZNF695
Zfp273	ZNF732
Zfp273	ZNF492
Zfp273	ZNF678
Zfp273	ZNF430
Zfp273	ZNF43
Zfp273	ZNF730
Zfp273	ZNF724
Zfp273	ZNF254
Zfp273	AC092329.3
Zfp273	ZNF736
Zfp273	ZNF92
Zfp273	ZNF141
Zfp273	ZNF682
Bcl2a1d	BCL2A1
Bcl2a1d	ST20
Gm5771	PRSS3
Gm5771	PRSS2
Gm5771	PRSS1
Syt9	SYT9
Fig4	FIG4
Impg1	IMPG1
Gm15319	CCDC144A
Gm15319	AC098850.4
Myo16	MYO16
Ikzf2	IKZF2
Tmem110	TMEM110-MUSTN1
Tmem110	TMEM110
Olfr198	OR5AC2
Akr1c18	AKR1C2
Akr1c18	AKR1C4
Akr1c18	AKR1C1
Akr1c18	AKR1C3
Kcng4	KCNG4
Fam89b	FAM89B
Cyp2j9	CYP2J2
Stambpl1	STAMBPL1
Olfr199	OR5AC2
Ifi44l	IFI44L
Eid3	EID3
Zscan4-ps2	ZSCAN4
Abcc12	ABCC12
Fam214a	FAM214A
Cd46	CD46
Mob1b	MOB1B
Zfp324	ZNF324B
Zfp324	ZNF324
Sel1l3	SEL1L3
Aldh1a1	ALDH1A1
Sssca1	SSSCA1
Bpifa3	BPIFA3
Cdc37	CDC37
Hbb-bs	HBB
Hbb-bs	HBD
Ptgfr	PTGFR
Kcnj10	KCNJ10
Stam	STAM
Trav12d-1	TRAV18
Zdhhc16	ZDHHC16
Thap12	THAP12
Trav13d-1	TRAV22
Tbc1d21	TBC1D21
4933400A11Rik	CAPZA1
Trav14d-1	TRAV23DV6
Impg2	IMPG2
Cd160	CD160
Gm18336	PNMA6E
Gm18336	PNMA6F
Crisp1	CRISP3
Olfr1234	OR4A15
Clec3a	CLEC3A
Jade3	JADE3
Mid1	MID1
Tex29	TEX29
Cald1	CALD1
Ulbp1	ULBP1
Jup	JUP
Acap1	ACAP1
Vamp5	VAMP5
Gja8	GJA8
Nos1ap	NOS1AP
Cd34	CD34
Mgst2	MGST2
Scamp3	SCAMP3
Rxfp1	RXFP1
Usp7	USP7
Lmln	LMLN
AC069561.4	OR8B12
Tnfaip8l2	TNFAIP8L2
Lactb2	LACTB2
Mms19	MMS19
Lysmd1	LYSMD1
Lrrc74a	LRRC74A
Plekha6	PLEKHA6
Tnmd	TNMD
Igkv8-21	IGKV4-1
Kcnd1	KCND1
Iqcg	IQCG
Gucy1a2	GUCY1A2
Vamp8	VAMP8
1600014C10Rik	C19orf12
Rbbp7	RBBP7
Olfr1238	OR4A8
Olfr1238	OR4A5
Olfr1238	OR4A16
Slc22a26	SLC22A25
Slc22a26	SLC22A9
Dnal4	DNAL4
Serpinb7	SERPINB7
Mis18a	MIS18A
Nod2	NOD2
Mbnl1	MBNL1
Lpin1	LPIN1
Zdhhc24	ZDHHC24
Scap	SCAP
Csmd1	CSMD1
Tarm1	TARM1
Lrch3	LRCH3
Guca2a	GUCA2A
Ect2	ECT2
4933424G06Rik	C2orf92
Zfp92	ZFP92
Cxcl9	CXCL9
Kctd21	KCTD21
Lefty1	LEFTY1
Lefty1	LEFTY2
Dnajc22	DNAJC22
Itgb1bp2	ITGB1BP2
Igkv8-19	IGKV4-1
Rnf170	RNF170
Myh1	MYH2
Actr1b	ACTR1B
Hdac11	HDAC11
Ifngr1	IFNGR1
Ighv5-4	IGHV3-16
Ighv5-4	IGHV3-38
Dck	DCK
Serpinb6b	SERPINB6
2610528J11Rik	C1orf210
Actr6	ACTR6
Gm7694	C1orf226
Rab2a	RAB2A
Spata46	SPATA46
Fam76b	FAM76B
Nr2f6	NR2F6
Zfp446	ZNF446
Arid1b	ARID1B
Igkv8-18	IGKV4-1
Pkd1l1	PKD1L1
Taok1	TAOK1
Hinfp	HINFP
Ggcx	GGCX
Myo1d	MYO1D
Atp6v1a	ATP6V1A
Ctf1	CTF1
Fam222a	FAM222A
Ceacam9	CEACAM21
Spag9	SPAG9
Rsl1d1	RSL1D1
Ocel1	OCEL1
Inpp4b	INPP4B
Aar2	AAR2
Tmprss11f	TMPRSS11F
Pdlim2	PDLIM2
Bpifa1	BPIFA1
Rad54l2	RAD54L2
Mustn1	AC006254.1
Mustn1	MUSTN1
Pigm	PIGM
Fdft1	FDFT1
Ripor1	RIPOR1
Pts	PTS
Olfml1	OLFML1
Guca2b	GUCA2B
Snrpn	SNRPN
Zc2hc1a	ZC2HC1A
Abhd15	ABHD15
Ttll12	TTLL12
Wfdc1	WFDC1
Ptafr	PTAFR
Ctsb	CTSB
Maoa	MAOA
Cyp2j5	CYP2J2
Tmem125	TMEM125
Ywhaz	YWHAZ
Neil3	NEIL3
Lgsn	LGSN
Trp53i13	TP53I13
Arfgef1	ARFGEF1
Paqr7	PAQR7
Sema6c	SEMA6C
Igkv8-16	IGKV4-1
Golga3	GOLGA3
Alg8	ALG8
Plpp2	PLPP2
Ctcf	CTCF
Josd2	JOSD2
Slamf9	SLAMF9
Txlng	TXLNG
Klk1b27	KLK1
Slc17a2	SLC17A2
Tmprss11b	TMPRSS11B
Hist2h2ac	HIST2H2AC
Faf1	FAF1
Nus1	NUS1
Gm10334	PRSS3
Gm10334	PRSS2
Gm10334	PRSS1
Slc22a27	SLC22A25
Slc22a27	SLC22A9
0610012G03Rik	NCBP2-AS2
Trpv4	TRPV4
Gpx3	GPX3
Ube3a	UBE3A
Spag6	SPAG6
Cyp4a10	CYP4A22
Cyp4a10	CYP4A11
C1qtnf9	C1QTNF9
C1qtnf9	C1QTNF9B
Nkx2-3	NKX2-3
Mageb2	MAGEB6P1
Mageb2	MAGEB6
Mterf1a	MTERF1
Kif6	KIF6
Mipep	MIPEP
Ppp6r3	PPP6R3
Ppp1r26	PPP1R26
Slc7a7	SLC7A7
Plcd1	PLCD1
Agrp	AGRP
Ambra1	AMBRA1
Olfr331	OR2T5
Olfr331	OR2T4
Olfr331	OR2T29
Ebf4	EBF4
Ptpn3	PTPN3
Gm21119	CCDC144A
Gm21119	AC098850.4
Gtf2h4	GTF2H4
Ppfibp2	PPFIBP2
Zscan4-ps3	ZSCAN4
Nr4a3	NR4A3
Mks1	MKS1
Mospd2	MOSPD2
Cyp2f2	CYP2F1
Akap13	AKAP13
Rgn	RGN
Thap1	THAP1
Hbb-bh1	HBG2
Hbb-bh1	HBG1
Hist2h2be	HIST1H2BJ
Spata31	SPATA31A1
Spata31	SPATA31A6
Spata31	SPATA31A5
Spata31	SPATA31A7
Spata31	SPATA31A3
Adam9	ADAM9
Ank	ANKH
Gm45692	RNF170
Gm10037	ZNF738
Gm10037	AC010615.4
Gm10037	ZNF670-ZNF695
Gm10037	ZNF720
Hist2h2aa2	HIST2H2AC
Lrp11	LRP11
Pitpnm3	PITPNM3
Slc27a5	SLC27A5
Mrap	MRAP
Otulin	OTULIN
Lamc1	LAMC1
Serpinb10	SERPINB10
Emc2	EMC2
Kmt5c	KMT5C
Phf23	PHF23
Spata31d1c	SPATA31D4
Spata31d1c	SPATA31D1
Spata31d1c	SPATA31D3
Entpd7	ENTPD7
Prss1	PRSS3
Prss1	PRSS2
Prss1	PRSS1
Serpinb2	SERPINB2
Hist2h2aa1	HIST2H2AA3
Hist2h2aa1	HIST2H2AA4
Ets2	ETS2
Vmn1r72	VN1R1
Ccdc50	CCDC50
Fan1	FAN1
Otub1	OTUB1
Klk1b21	KLK1
Oxa1l	OXA1L
Ap2s1	AP2S1
Tmem63a	TMEM63A
Clnk	CLNK
Siglec1	SIGLEC1
St3gal4	ST3GAL4
Ndufs4	NDUFS4
Crisp2	CRISP2
Cyb5r2	CYB5R2
Aqp8	AQP8
Ighv5-6	IGHV3-53
Ighv5-6	IGHV3-66
Ighv5-6	IGHV3-64
Ighv5-6	IGHV3-23
Rab1a	RAB1A
Slc22a29	SLC22A25
Slc22a29	SLC22A9
Cutc	CUTC
Trav15d-1-dv6d-1	TRDV1
Aknad1	AL449266.1
Aknad1	AKNAD1
Galnt11	GALNT11
5031439G07Rik	KIAA0930
Slc22a4	SLC22A4
Cdr2	CDR2
Tmem106a	TMEM106A
Bpifa5	BPIFA1
Gif	GIF
Gipc2	GIPC2
Vmn1r73	VN1R1
Ralgapa1	RALGAPA1
Wwox	WWOX
P4ha3	P4HA3
Olfr330	OR2T5
Olfr330	OR2T4
Olfr330	OR2T29
Gm5072	MAGEB6P1
Gm5072	MAGEB6
Gm12695	C1orf87
Mtrr	MTRR
Fst	FST
B4galt1	B4GALT1
Olfr872	OR7E24
Plk4	PLK4
Sf3a1	SF3A1
Cox15	COX15
Olfr201	OR5AC2
Klk1b22	KLK1
Irf2bpl	IRF2BPL
Eif5a2	EIF5A2
Tfg	TFG
Snurf	SNURF
Snurf	AC124312.1
Rgs14	RGS14
Pih1d3	PIH1D3
Gm38393	SNURF
Gm38393	AC124312.1
Mapk9	MAPK9
Pdcd2l	AC092073.1
Pdcd2l	PDCD2L
Glis2	GLIS2
Cpxcr1	CPXCR1
Hmcn2	HMCN2
Olfr39	OR7D4
Gspt1	GSPT1
Btd	BTD
Trex2	TREX2
Prpf4	PRPF4
Hacl1	HACL1
Dcps	DCPS
Gnb4	GNB4
Cxcr4	CXCR4
Trav9d-2	TRAV8-3
Trav9d-2	TRAV8-1
Akr1c13	AKR1C2
Akr1c13	AKR1C4
Akr1c13	AKR1C1
Akr1c13	AKR1C3
Uhrf1bp1l	UHRF1BP1L
Eya3	EYA3
Fabp7	FABP7
Acat2	ACAT2
Ndufb11	NDUFB11
Psmb7	PSMB7
Ddx21	DDX21
Stx17	STX17
Lmo7	LMO7
Pdpr	PDPR
Edil3	EDIL3
Rbm10	RBM10
Fam129a	FAM129A
Olfr873	OR7E24
Olfr202	OR5AC2
Evi2	EVI2B
Appl1	APPL1
Atf2	ATF2
Igsf9	IGSF9
Fbxl19	FBXL19
Rpl22l1	RPL22L1
Pmvk	PMVK
Evi2b	EVI2B
Nek6	NEK6
Rab32	RAB32
Gfra2	GFRA2
St5	ST5
Evi2a	EVI2A
Evi2a	AC134669.2
Nin	NIN
Crip3	CRIP3
Maml3	MAML3
Cyp51	CYP51A1
Neil2	NEIL2
Nf1	NF1
Otud5	OTUD5
Urb1	URB1
Tmc5	TMC5
Slc24a5	SLC24A5
Itga6	ITGA6
Aunip	AUNIP
Cdc42bpg	CDC42BPG
Aasdhppt	AASDHPPT
Kprp	KPRP
Rdx	RDX
Adck5	ADCK5
Casp3	CASP3
Myef2	MYEF2
Rbbp5	RBBP5
Aldh1a7	ALDH1A1
Cipc	CIPC
Akap9	AKAP9
Maob	MAOB
Thsd7b	THSD7B
Thpo	THPO
Il22ra2	IL22RA2
Dlgap4	DLGAP4
Chd1	CHD1
Arl4a	ARL4A
Atp6v1h	ATP6V1H
Chrd	CHRD
Rps13	RPS13
Cfap57	CFAP57
Rhag	RHAG
Gpr50	GPR50
Uqcc2	UQCC2
Srsf11	SRSF11
Hacl1	HACL1
6030419C18Rik	C15orf59
2310050C09Rik	C1orf68
Colq	COLQ
Pip4k2a	PIP4K2A
Ppme1	PPME1
Stx3	STX3
Mat2a	MAT2A
6030458C11Rik	C5orf22
Tmem74	TMEM74
Tyr	TYR
Rab14	RAB14
Zfand5	ZFAND5
Hist2h2bb	HIST2H2BF
Las1l	LAS1L
Cbx6	CBX6
Oc90	OC90
Oc90	AC100868.1
Prss2	PRSS3
Prss2	PRSS2
Prss2	PRSS1
BC052040	C15orf41
Zfp740	ZNF740
Ncbp2	NCBP2
Rftn1	RFTN1
Trhr	TRHR
Vmn1r74	VN1R1
C2cd3	C2CD3
Tmprss11e	TMPRSS11E
Senp5	SENP5
Gm8914	MAGEB6P1
Gm8914	MAGEB6
Slc22a30	SLC22A25
Slc22a30	SLC22A9
Peli3	PELI3
Smim20	SMIM20
Hivep3	HIVEP3
Erp44	ERP44
Olfr329-ps	OR2T5
Olfr329-ps	OR2T4
Olfr329-ps	OR2T29
Ak9	AK9
Pitx2	PITX2
Ythdc1	YTHDC1
Bpifb1	BPIFB1
Pde4a	PDE4A
Ip6k3	IP6K3
Ddx50	DDX50
Trim43c	TRIM43
Trim43c	TRIM43B
Cd276	CD276
Nup43	NUP43
Fem1b	FEM1B
Ndufb10	NDUFB10
H2afb2	H2AFB1
H2afb2	H2AFB2
H2afb2	H2AFB3
Scin	SCIN
Cul4a	CUL4A
Ankrd29	ANKRD29
Mphosph10	MPHOSPH10
Celsr3	CELSR3
Agbl2	AGBL2
Pafah1b1	PAFAH1B1
Rgs20	RGS20
Klk1b16	KLK1
Zfp97	ZNF124
Smpdl3a	SMPDL3A
Rgs6	RGS6
Lgmn	LGMN
Klk1b24	KLK1
Pcmt1	PCMT1
Chd7	CHD7
Xkr9	XKR9
Ckap2	CKAP2
Npcd	NPTXR
Klk1b4	KLK1
Wnt11	WNT11
Pdlim4	PDLIM4
Klk1b3	KLK1
Tcaf1	TCAF1
Kcnn3	KCNN3
Olfr328	OR2T5
Olfr328	OR2T4
Olfr328	OR2T29
Slc5a2	SLC5A2
Apob	APOB
Trmt1	TRMT1
Trappc8	TRAPPC8
Spink4	SPINK4
H2afb1	H2AFB1
H2afb1	H2AFB2
H2afb1	H2AFB3
Trim28	TRIM28
P3h4	P3H4
Rnf144a	RNF144A
Fcgr1	FCGR1B
Fcgr1	FCGR1A
Crisp4	CRISP1
Nptxr	NPTXR
Oscar	OSCAR
Tspan6	TSPAN6
Dlec1	DLEC1
Zc3h12c	ZC3H12C
Tbpl1	TBPL1
Zfp560	ZNF560
Col25a1	COL25A1
Chst11	CHST11
Gdf9	GDF9
Ighv5-9	IGHV3-53
Ighv5-9	IGHV3-66
Ighv5-9	IGHV3-64
Ighv5-9	IGHV3-23
Fam114a2	FAM114A2
Arpp19	ARPP19
B9d2	B9D2
Slc35f5	SLC35F5
Fbln2	FBLN2
Slc35f1	SLC35F1
Slc2a12	SLC2A12
Tbc1d10a	AC004997.1
Tbc1d10a	TBC1D10A
Rpl3l	RPL3L
Kbtbd3	KBTBD3
Slc34a1	SLC34A1
Iws1	IWS1
BC017158	C16orf58
Cep68	CEP68
Gda	GDA
Mfsd10	MFSD10
Slc1a5	SLC1A5
Itih5	ITIH5
Rpgrip1	RPGRIP1
Cln6	CLN6
Ucp3	UCP3
Taf1	TAF1L
Taf1	TAF1
Nt5c1b	NT5C1B
Nt5c1b	NT5C1B-RDH14
Tfpt	TFPT
Casd1	CASD1
Acaa1b	ACAA1
Ggh	GGH
Zbtb45	ZBTB45
Rell1	RELL1
Tnfrsf19	TNFRSF19
Nfia	NFIA
Calml4	CALML4
Olfr224	OR2T5
Olfr224	OR2T4
Olfr224	OR2T29
Stxbp3	STXBP3
Cyp4a31	CYP4A22
Cyp4a31	CYP4A11
Arg1	ARG1
Nkrf	NKRF
H2-T23	HLA-G
H2-T23	HLA-B
H2-T23	HLA-A
H2-T23	HLA-F
H2-T23	HLA-C
H2-T23	HLA-E
Akr1c19	AKR1C2
Akr1c19	AKR1C4
Akr1c19	AKR1C1
Akr1c19	AKR1C3
Tgfb1	TGFB1
Vps36	VPS36
Scube1	SCUBE1
Tex50	TEX50
Rin1	RIN1
Ankrd45	ANKRD45
Pik3cg	PIK3CG
Cnot11	CNOT11
Ndufa3	NDUFA3
Bag1	BAG1
Pfn3	PFN3
Slitrk3	SLITRK3
Tmem98	TMEM98
Grm1	GRM1
Col12a1	COL12A1
Pipox	PIPOX
Ddx3y	DDX3Y
Vmn1r75	VN1R1
Trbc1	TRBC1
Trbc1	TRBC2
Slc4a4	SLC4A4
1700007K13Rik	C9orf116
Grm4	GRM4
Il20ra	IL20RA
Ebna1bp2	EBNA1BP2
Smc1b	SMC1B
Irf2	IRF2
Fam217a	FAM217A
Il7	IL7
Rcor2	RCOR2
Omg	OMG
Wtap	WTAP
Serpinb9	SERPINB9
Mtfr1l	MTFR1L
Khdrbs2	KHDRBS2
Ntsr2	NTSR2
Zkscan2	ZKSCAN2
Rbm45	RBM45
Gpr4	GPR4
Capn8	CAPN8
Pik3c2a	PIK3C2A
Cdca2	CDCA2
Mfsd14b	MFSD14B
AW822073	DUX4
Haus7	HAUS7
Ifi205	MNDA
Ica1	ICA1
Msantd4	MSANTD4
Myh8	MYH8
Atp2c2	ATP2C2
Lysmd3	LYSMD3
Duxf3	DUX4
Tmem236	TMEM236
Serpinb8	SERPINB8
Mccc1	MCCC1
Plekha8	PLEKHA8
Hyal1	HYAL1
Hspa14	HSPA14
Vmn1r76	VN1R1
Cyld	CYLD
Defb18	DEFB113
Cers3	CERS3
Gm11634	LINC00854
Orai3	ORAI3
Defb41	DEFB110
Lmbrd1	LMBRD1
Crybg3	CRYBG3
Nudcd1	NUDCD1
Hbb-y	HBE1
Rdm1	RDM1
Olfr325	OR2T5
Olfr325	OR2T4
Olfr325	OR2T29
Tbc1d5	TBC1D5
Hyal3	HYAL3
Ankle2	ANKLE2
Zfp26	ZNF560
Dhx40	DHX40
Sept6	SEPT6
Olfr66	OR51B4
Trav12d-2	TRAV18
Taf1b	TAF1B
Ccdc141	CCDC141
Rragd	RRAGD
Atp6v1f	ATP6V1F
Nat6	NAT6
Gata4	GATA4
Gm45902	AC069544.2
Tmem144	TMEM144
Riox2	RIOX2
Gltp	GLTP
Olfr65	OR51B6
Zfp787	ZNF787
Ighv5-12	IGHV3-53
Ighv5-12	IGHV3-66
Ighv5-12	IGHV3-64
Ighv5-12	IGHV3-23
Mrc1	MRC1
Rnf144b	RNF144B
Fkbp14	FKBP14
Lingo2	LINGO2
Mrps14	MRPS14
Uap1l1	UAP1L1
Fbxo4	FBXO4
Chrnb2	CHRNB2
Ifit2	IFIT2
Prrg3	PRRG3
Selenon	AL020996.2
Selenon	SELENON
Ighv5-9-1	IGHV3-53
Ighv5-9-1	IGHV3-66
Ighv5-9-1	IGHV3-64
Ighv5-9-1	IGHV3-23
Grm5	GRM5
Olfr918	OR8B2
Olfr918	OR8B3
Dnajc12	DNAJC12
Cenpq	CENPQ
Trav9d-3	TRAV8-3
Trav9d-3	TRAV8-1
Zfp61	ZNF233
Tex10	TEX10
Uvrag	UVRAG
Dtl	DTL
Tnfrsf17	TNFRSF17
Adar	ADAR
Slc41a2	SLC41A2
Trav12d-3	TRAV18
Enkur	ENKUR
Supt16	SUPT16H
Daxx	DAXX
Mrps2	MRPS2
Prpf40b	PRPF40B
Trav13d-2	TRAV22
Gria4	GRIA4
Ndufc2	NDUFC2
Ndufc2	NDUFC2-KCTD14
Fbxo18	FBXO18
Trav14d-2	TRAV23DV6
Olfr631	OR51M1
BC051665	CTSL
Ehd4	EHD4
Ociad1	OCIAD1
Osbpl6	OSBPL6
Prl7b1	PRL
Tex13c2	TEX13C
Tex13c2	TEX13D
Polr3g	POLR3G
Invs	INVS
Adamts17	ADAMTS17
Opa3	OPA3
Ubash3a	UBASH3A
Tchp	TCHP
Ptpn23	PTPN23
Egln2	EGLN2
Hrasls	HRASLS
Ndp	NDP
Pgm1	PGM2
Kcp	KCP
Fkbp10	FKBP10
Meis2	MEIS2
Lama3	LAMA3
Dnajb4	DNAJB4
Gpi1	GPI
Nrg2	NRG2
Ctnnd2	CTNND2
Slc35d3	SLC35D3
Akr1c12	AKR1C2
Akr1c12	AKR1C4
Akr1c12	AKR1C1
Akr1c12	AKR1C3
Sh2d1a	SH2D1A
Stox1	STOX1
Mcee	MCEE
Vegfc	VEGFC
Fam173b	FAM173B
Atp1b2	ATP1B2
Ppp4r3a	PPP4R3A
Glis1	GLIS1
Shroom1	SHROOM1
Nt5c3b	NT5C3B
Tpbg	TPBG
Tm2d2	TM2D2
Setd1a	SETD1A
Chmp5	CHMP5
Arhgap33	ARHGAP33
Arl4d	ARL4D
Glg1	GLG1
Zfat	ZFAT
Cryba1	CRYBA1
Fam105a	FAM105A
Rsad2	RSAD2
Tenm1	TENM1
Chchd3	CHCHD3
Trav15d-2-dv6d-2	TRDV1
Zap70	ZAP70
Olfr323	OR11L1
Trav3d-3	TRAV5
Thrsp	THRSP
Bhlhe40	BHLHE40
Fancb	FANCB
Abhd5	ABHD5
Ubxn6	UBXN6
Nufip2	NUFIP2
Dvl2	DVL2
Trim58	TRIM58
Klhdc1	KLHDC1
Usp33	USP33
Sox1	SOX1
Rab27b	RAB27B
Rgma	RGMA
Dnajc13	DNAJC13
Hsd3b7	HSD3B7
Ctsll3	CTSL
Mpv17l	AC140504.1
Mpv17l	MPV17L
Eva1c	EVA1C
Zfp474	ZNF474
Mettl17	METTL17
Dhx8	DHX8
Tldc1	TLDC1
Tnip1	TNIP1
1700034E13Rik	AC010255.3
Rad1	RAD1
Drosha	DROSHA
Ifit3b	IFIT3
Ldhal6b	LDHAL6B
Ifit1bl1	IFIT1B
Tmem242	TMEM242
Hhla1	HHLA1
Dock3	DOCK3
Ifit3	IFIT3
Fam189b	FAM189B
Efhc2	EFHC2
Psmg1	PSMG1
Olfr322	OR2W3
Chrm1	CHRM1
Sorbs3	SORBS3
Msrb1	MSRB1
Foxo1	FOXO1
Atad2	ATAD2
Plekha2	PLEKHA2
Ccdc97	CCDC97
Kcne4	KCNE4
Lonp2	LONP2
Mfap1b	MFAP1
Lrp1b	LRP1B
AW549877	C5orf51
Tspan17	TSPAN17
Gm9047	AC025594.2
Snx29	SNX29
Bcl2a1a	BCL2A1
Bcl2a1a	ST20
1110059E24Rik	C9orf85
D10Wsu102e	C12orf45
Thsd1	THSD1
Armc3	ARMC3
Aldh1l2	ALDH1L2
